SamAccountName,Password,Path,Department,UserPrincipalName,GivenName,initials,Surname,Name,Displayname,Office,OfficePhone,Email,StreetAddress,City,State,PostalCode,Country,Title,Company
Roy.Laymon,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Roy.Laymon@PGIT.com,Roy,M,Laymon,Roy Laymon,Roy Laymon,PR Office,901-365-6078,Roy.Laymon@PGIT.com,2673 Woodridge Lane,Memphis,TN,38118,US,Public Relations Specialist,Active Directory Pro
Bert.Leake,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Bert.Leake@PGIT.com,Bert,E,Leake,Bert Leake,Bert Leake,PR Office,610-979-9509,Bert.Leake@PGIT.com,91 Lost Creek Road,Portland,PA,97205,US,Public Relations Specialist,Active Directory Pro
Joe.Sommers,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Joe.Sommers@PGIT.com,Joe,M,Sommers,Joe Sommers,Joe Sommers,PR Office,310-826-3208,Joe.Sommers@PGIT.com,1976 Meadowbrook Mall Road,West Los Angeles,CA,90025,US,Public Relations Specialist,Active Directory Pro
Eloise.Halligan,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Eloise.Halligan@PGIT.com,Eloise,K,Halligan,Eloise Halligan,Eloise Halligan,PR Office,860-592-1546,Eloise.Halligan@PGIT.com,4039 Copperhead Road,Hartford,CT,6103,US,Public Relations Specialist,Active Directory Pro
Ross.Hayles,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Ross.Hayles@PGIT.com,Ross,C,Hayles,Ross Hayles,Ross Hayles,PR Office,973-270-2775,Ross.Hayles@PGIT.com,3960 Drummond Street,Rochelle Park,NJ,7662,US,Public Relations Specialist,Active Directory Pro
James.Randall,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,James.Randall@PGIT.com,James,J,Randall,James Randall,James Randall,PR Office,760-304-6292,James.Randall@PGIT.com,3211 Parkway Street,San Diego,CA,92121,US,Public Relations Specialist,Active Directory Pro
Shawnda.Auld,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Shawnda.Auld@PGIT.com,Shawnda,E,Auld,Shawnda Auld,Shawnda Auld,PR Office,863-357-3794,Shawnda.Auld@PGIT.com,210 Tetrick Road,Okeechobee,FL,33472,US,Public Relations Specialist,Active Directory Pro
Cameron.Reynolds,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Cameron.Reynolds@PGIT.com,Cameron,K,Reynolds,Cameron Reynolds,Cameron Reynolds,PR Office,972-570-0243,Cameron.Reynolds@PGIT.com,1058 Worthington Drive,Irving,TX,75062,US,Public Relations Specialist,Active Directory Pro
Rosie.Booth,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Rosie.Booth@PGIT.com,Rosie,J,Booth,Rosie Booth,Rosie Booth,PR Office,918-657-1039,Rosie.Booth@PGIT.com,1312 Camel Back Road,Hanna,OK,74845,US,Public Relations Specialist,Active Directory Pro
Fran.Ratcliffe,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Fran.Ratcliffe@PGIT.com,Fran,R,Ratcliffe,Fran Ratcliffe,Fran Ratcliffe,PR Office,310-322-3526,Fran.Ratcliffe@PGIT.com,1828 Libby Street,El Segundo,CA,90245,US,Public Relations Specialist,Active Directory Pro
Kimberly.Patterson,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Kimberly.Patterson@PGIT.com,Kimberly,T,Patterson,Kimberly Patterson,Kimberly Patterson,PR Office,580-241-8509,Kimberly.Patterson@PGIT.com,3943 Luke Lane,Battiest,OK,74722,US,Public Relations Specialist,Active Directory Pro
Donald.Sharp,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Donald.Sharp@PGIT.com,Donald,N,Sharp,Donald Sharp,Donald Sharp,PR Office,203-543-9558,Donald.Sharp@PGIT.com,2037 Cook Hill Road,Norwalk,CT,6854,US,Public Relations Specialist,Active Directory Pro
Ilene.Lee,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Ilene.Lee@PGIT.com,Ilene,N,Lee,Ilene Lee,Ilene Lee,PR Office,917-851-4899,Ilene.Lee@PGIT.com,4513 Hoffman Avenue,Manhattan,NY,10016,US,Public Relations Specialist,Active Directory Pro
Marcy.Parrish,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Marcy.Parrish@PGIT.com,Marcy,J,Parrish,Marcy Parrish,Marcy Parrish,PR Office,505-436-8257,Marcy.Parrish@PGIT.com,3081 Waterview Lane,Playas,NM,88009,US,Public Relations Specialist,Active Directory Pro
Michael.Lovell,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Michael.Lovell@PGIT.com,Michael,S,Lovell,Michael Lovell,Michael Lovell,PR Office,626-810-6927,Michael.Lovell@PGIT.com,1014 Providence Lane,La Puente,CA,91744,US,Public Relations Specialist,Active Directory Pro
Edna.Kirschner,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Edna.Kirschner@PGIT.com,Edna,P,Kirschner,Edna Kirschner,Edna Kirschner,PR Office,605-357-4059,Edna.Kirschner@PGIT.com,3182 Andy Street,Sioux Falls,SD,57102,US,Public Relations Specialist,Active Directory Pro
Jed.Tang,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Jed.Tang@PGIT.com,Jed,E,Tang,Jed Tang,Jed Tang,PR Office,509-671-3025,Jed.Tang@PGIT.com,348 Calico Drive,Coeur D Alene,WA,83814,US,Public Relations Specialist,Active Directory Pro
Robert.Meyer,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Robert.Meyer@PGIT.com,Robert,R,Meyer,Robert Meyer,Robert Meyer,PR Office,717-704-8664,Robert.Meyer@PGIT.com,2001 Aaron Smith Drive,Harrisburg,PA,17102,US,Public Relations Specialist,Active Directory Pro
Daniel.Vigil,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Daniel.Vigil@PGIT.com,Daniel,J,Vigil,Daniel Vigil,Daniel Vigil,PR Office,573-582-1120,Daniel.Vigil@PGIT.com,472 Oak Ridge Drive,Mexico,MO,65265,US,Public Relations Specialist,Active Directory Pro
Linda.Copenhaver,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Linda.Copenhaver@PGIT.com,Linda,D,Copenhaver,Linda Copenhaver,Linda Copenhaver,PR Office,310-683-7083,Linda.Copenhaver@PGIT.com,3427 Jett Lane,Los Angeles,CA,90017,US,Public Relations Specialist,Active Directory Pro
Delisa.Davalos,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Delisa.Davalos@PGIT.com,Delisa,J,Davalos,Delisa Davalos,Delisa Davalos,PR Office,814-219-7682,Delisa.Davalos@PGIT.com,3174 Collins Street,State College,PA,16803,US,Public Relations Specialist,Active Directory Pro
Alvin.Spruill,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Alvin.Spruill@PGIT.com,Alvin,M,Spruill,Alvin Spruill,Alvin Spruill,PR Office,775-626-2785,Alvin.Spruill@PGIT.com,2124 Martha Ellen Drive,Sparks,NV,89436,US,Public Relations Specialist,Active Directory Pro
Melvin.Devine,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Melvin.Devine@PGIT.com,Melvin,T,Devine,Melvin Devine,Melvin Devine,PR Office,602-244-0851,Melvin.Devine@PGIT.com,2336 Griffin Street,Phoenix,AZ,85008,US,Public Relations Specialist,Active Directory Pro
Christine.Fuller,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Christine.Fuller@PGIT.com,Christine,P,Fuller,Christine Fuller,Christine Fuller,PR Office,484-514-1751,Christine.Fuller@PGIT.com,2816 Franklee Lane,Fort Washington,PA,19034,US,Public Relations Specialist,Active Directory Pro
Tammy.Cleland,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Tammy.Cleland@PGIT.com,Tammy,D,Cleland,Tammy Cleland,Tammy Cleland,PR Office,240-390-7941,Tammy.Cleland@PGIT.com,4591 Pine Tree Lane,Herndon,MD,22070,US,Public Relations Specialist,Active Directory Pro
Edward.Leach,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Edward.Leach@PGIT.com,Edward,P,Leach,Edward Leach,Edward Leach,PR Office,323-633-5405,Edward.Leach@PGIT.com,588 Evergreen Lane,Alhambra,CA,91801,US,Public Relations Specialist,Active Directory Pro
James.Garrison,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,James.Garrison@PGIT.com,James,N,Garrison,James Garrison,James Garrison,PR Office,785-841-7071,James.Garrison@PGIT.com,2030 Sherman Street,Lawrence,KS,66044,US,Public Relations Specialist,Active Directory Pro
Derrick.Breen,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Derrick.Breen@PGIT.com,Derrick,T,Breen,Derrick Breen,Derrick Breen,PR Office,937-649-5775,Derrick.Breen@PGIT.com,2146 Harter Street,Lima,OH,45801,US,Public Relations Specialist,Active Directory Pro
Keri.Hughes,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Keri.Hughes@PGIT.com,Keri,D,Hughes,Keri Hughes,Keri Hughes,PR Office,918-467-5017,Keri.Hughes@PGIT.com,246 Philli Lane,Delaware,OK,74027,US,Public Relations Specialist,Active Directory Pro
Belinda.Mayfield,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Belinda.Mayfield@PGIT.com,Belinda,T,Mayfield,Belinda Mayfield,Belinda Mayfield,PR Office,616-515-8039,Belinda.Mayfield@PGIT.com,3059 Howard Street,Grand Rapids,MI,49503,US,Public Relations Specialist,Active Directory Pro
Maria.Taylor,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Maria.Taylor@PGIT.com,Maria,C,Taylor,Maria Taylor,Maria Taylor,PR Office,616-595-9041,Maria.Taylor@PGIT.com,627 West Street,Grand Rapids,MI,49503,US,Public Relations Specialist,Active Directory Pro
Hector.Patterson,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Hector.Patterson@PGIT.com,Hector,E,Patterson,Hector Patterson,Hector Patterson,PR Office,512-424-1725,Hector.Patterson@PGIT.com,653 Bubby Drive,Austin,TX,78704,US,Public Relations Specialist,Active Directory Pro
Michelle.Woods,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Michelle.Woods@PGIT.com,Michelle,B,Woods,Michelle Woods,Michelle Woods,PR Office,281-629-6868,Michelle.Woods@PGIT.com,4753 Chapel Street,Sugar Land,TX,77478,US,Public Relations Specialist,Active Directory Pro
James.Prinz,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,James.Prinz@PGIT.com,James,H,Prinz,James Prinz,James Prinz,PR Office,856-468-2281,James.Prinz@PGIT.com,1791 Briarwood Drive,Mantua,NJ,8090,US,Public Relations Specialist,Active Directory Pro
John.Johnson,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,John.Johnson@PGIT.com,John,T,Johnson,John Johnson,John Johnson,PR Office,765-609-4037,John.Johnson@PGIT.com,4879 Capitol Avenue,Anderson,IN,46016,US,Public Relations Specialist,Active Directory Pro
Clyde.Goodman,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Clyde.Goodman@PGIT.com,Clyde,J,Goodman,Clyde Goodman,Clyde Goodman,PR Office,830-541-3116,Clyde.Goodman@PGIT.com,3642 Farland Avenue,San Antonio,TX,78205,US,Public Relations Specialist,Active Directory Pro
Federico.Hawks,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Federico.Hawks@PGIT.com,Federico,B,Hawks,Federico Hawks,Federico Hawks,PR Office,410-760-3241,Federico.Hawks@PGIT.com,4841 Woodhill Avenue,Glen Burnie,MD,21061,US,Public Relations Specialist,Active Directory Pro
Stephen.Parrish,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Stephen.Parrish@PGIT.com,Stephen,H,Parrish,Stephen Parrish,Stephen Parrish,PR Office,903-842-2660,Stephen.Parrish@PGIT.com,1424 Grant Street,Troup,TX,12345,US,Public Relations Specialist,Active Directory Pro
Dion.Briggs,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Dion.Briggs@PGIT.com,Dion,E,Briggs,Dion Briggs,Dion Briggs,PR Office,314-956-1874,Dion.Briggs@PGIT.com,1118 Ash Avenue,Stlouis,MO,63101,US,Public Relations Specialist,Active Directory Pro
Arthur.Gerlach,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Arthur.Gerlach@PGIT.com,Arthur,S,Gerlach,Arthur Gerlach,Arthur Gerlach,PR Office,985-655-6511,Arthur.Gerlach@PGIT.com,2247 Woodland Avenue,New Orleans,LA,70171,US,Public Relations Specialist,Active Directory Pro
Clarence.Nicoletti,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Clarence.Nicoletti@PGIT.com,Clarence,M,Nicoletti,Clarence Nicoletti,Clarence Nicoletti,PR Office,636-431-3623,Clarence.Nicoletti@PGIT.com,1965 Rodney Street,Valley Park,MO,63088,US,Public Relations Specialist,Active Directory Pro
Kaye.Aube,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Kaye.Aube@PGIT.com,Kaye,W,Aube,Kaye Aube,Kaye Aube,PR Office,803-775-7058,Kaye.Aube@PGIT.com,1490 Hillview Street,Sumter,SC,29150,US,Public Relations Specialist,Active Directory Pro
Arthur.Epps,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Arthur.Epps@PGIT.com,Arthur,R,Epps,Arthur Epps,Arthur Epps,PR Office,904-953-2959,Arthur.Epps@PGIT.com,4159 Railroad Street,Jacksonville Beach,FL,32250,US,Public Relations Specialist,Active Directory Pro
Mark.King,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Mark.King@PGIT.com,Mark,A,King,Mark King,Mark King,PR Office,619-734-0435,Mark.King@PGIT.com,897 Grim Avenue,La Mesa,CA,91941,US,Public Relations Specialist,Active Directory Pro
Kevin.Southwood,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Kevin.Southwood@PGIT.com,Kevin,J,Southwood,Kevin Southwood,Kevin Southwood,PR Office,408-414-6069,Kevin.Southwood@PGIT.com,1821 Driftwood Road,Fremont,CA,94539,US,Public Relations Specialist,Active Directory Pro
Ronald.Howard,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Ronald.Howard@PGIT.com,Ronald,C,Howard,Ronald Howard,Ronald Howard,PR Office,619-587-3876,Ronald.Howard@PGIT.com,390 Poplar Avenue,San Diego,CA,92111,US,Public Relations Specialist,Active Directory Pro
Betty.Liu,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Betty.Liu@PGIT.com,Betty,M,Liu,Betty Liu,Betty Liu,PR Office,212-654-5589,Betty.Liu@PGIT.com,2273 Oakwood Avenue,New York,NY,10019,US,Public Relations Specialist,Active Directory Pro
Billy.Stiner,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Billy.Stiner@PGIT.com,Billy,R,Stiner,Billy Stiner,Billy Stiner,PR Office,770-758-8316,Billy.Stiner@PGIT.com,1847 Pine Garden Lane,Norcross,GA,30071,US,Public Relations Specialist,Active Directory Pro
Sandy.Rees,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Sandy.Rees@PGIT.com,Sandy,J,Rees,Sandy Rees,Sandy Rees,PR Office,443-223-7380,Sandy.Rees@PGIT.com,902 Five Points,Windsor Mill,MD,21244,US,Public Relations Specialist,Active Directory Pro
Jayne.Smtih,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Jayne.Smtih@PGIT.com,Jayne,C,Smtih,Jayne Smtih,Jayne Smtih,PR Office,210-547-5752,Jayne.Smtih@PGIT.com,3793 Todds Lane,San Antonio,TX,78205,US,Public Relations Specialist,Active Directory Pro
Leon.Service,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Leon.Service@PGIT.com,Leon,L,Service,Leon Service,Leon Service,PR Office,216-780-6877,Leon.Service@PGIT.com,680 Sunny Glen Lane,Warrensville Heights,OH,44128,US,Public Relations Specialist,Active Directory Pro
Sally.Keaton,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Sally.Keaton@PGIT.com,Sally,T,Keaton,Sally Keaton,Sally Keaton,PR Office,405-954-0941,Sally.Keaton@PGIT.com,2038 Meadow Drive,Oklahoma City,OK,73102,US,Public Relations Specialist,Active Directory Pro
Michelle.Lomeli,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Michelle.Lomeli@PGIT.com,Michelle,J,Lomeli,Michelle Lomeli,Michelle Lomeli,PR Office,443-258-5737,Michelle.Lomeli@PGIT.com,3107 Five Points,Easton,MD,21601,US,Public Relations Specialist,Active Directory Pro
Bill.Beattie,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Bill.Beattie@PGIT.com,Bill,J,Beattie,Bill Beattie,Bill Beattie,PR Office,503-625-0409,Bill.Beattie@PGIT.com,2051 Godfrey Street,Sherwood,OR,97140,US,Public Relations Specialist,Active Directory Pro
Michelle.Gonzalez,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Michelle.Gonzalez@PGIT.com,Michelle,B,Gonzalez,Michelle Gonzalez,Michelle Gonzalez,PR Office,707-254-0456,Michelle.Gonzalez@PGIT.com,3862 Meadow Lane,Napa,CA,94559,US,Public Relations Specialist,Active Directory Pro
Vivian.King,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Vivian.King@PGIT.com,Vivian,N,King,Vivian King,Vivian King,PR Office,863-617-3630,Vivian.King@PGIT.com,3541 Oakdale Avenue,Tampa,FL,33610,US,Public Relations Specialist,Active Directory Pro
Donald.Hutson,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Donald.Hutson@PGIT.com,Donald,D,Hutson,Donald Hutson,Donald Hutson,PR Office,847-539-4831,Donald.Hutson@PGIT.com,2489 Thomas Street,Arlington Heights,IL,60005,US,Public Relations Specialist,Active Directory Pro
Lillian.Diego,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Lillian.Diego@PGIT.com,Lillian,J,Diego,Lillian Diego,Lillian Diego,PR Office,419-588-0725,Lillian.Diego@PGIT.com,1190 Stonecoal Road,Berlin Heights,OH,44814,US,Public Relations Specialist,Active Directory Pro
Mary.Boatman,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Mary.Boatman@PGIT.com,Mary,J,Boatman,Mary Boatman,Mary Boatman,PR Office,816-531-9627,Mary.Boatman@PGIT.com,3674 Tree Frog Lane,Kansas City,MO,64111,US,Public Relations Specialist,Active Directory Pro
Bryan.McDonald,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Bryan.McDonald@PGIT.com,Bryan,C,McDonald,Bryan McDonald,Bryan McDonald,PR Office,662-251-9511,Bryan.McDonald@PGIT.com,2191 Oxford Court,Jackson,MS,39201,US,Public Relations Specialist,Active Directory Pro
Kenneth.Hutcheson,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Kenneth.Hutcheson@PGIT.com,Kenneth,C,Hutcheson,Kenneth Hutcheson,Kenneth Hutcheson,PR Office,918-466-6731,Kenneth.Hutcheson@PGIT.com,1416 Philli Lane,Hitchita,OK,74438,US,Public Relations Specialist,Active Directory Pro
Terrance.Robinson,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Terrance.Robinson@PGIT.com,Terrance,C,Robinson,Terrance Robinson,Terrance Robinson,PR Office,212-287-3466,Terrance.Robinson@PGIT.com,1022 Farnum Road,New York,NY,10013,US,Public Relations Specialist,Active Directory Pro
Mary.Harrison,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Mary.Harrison@PGIT.com,Mary,L,Harrison,Mary Harrison,Mary Harrison,PR Office,708-493-9444,Mary.Harrison@PGIT.com,107 Hog Camp Road,Bellwood,IL,60104,US,Public Relations Specialist,Active Directory Pro
Tanya.Angulo,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Tanya.Angulo@PGIT.com,Tanya,J,Angulo,Tanya Angulo,Tanya Angulo,PR Office,225-665-6417,Tanya.Angulo@PGIT.com,3106 Eva Pearl Street,Denham Springs,LA,70726,US,Public Relations Specialist,Active Directory Pro
Jeffrey.Riedel,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Jeffrey.Riedel@PGIT.com,Jeffrey,K,Riedel,Jeffrey Riedel,Jeffrey Riedel,PR Office,303-301-4909,Jeffrey.Riedel@PGIT.com,1680 Logan Lane,Denver,CO,80202,US,Public Relations Specialist,Active Directory Pro
Tomoko.Cruz,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Tomoko.Cruz@PGIT.com,Tomoko,T,Cruz,Tomoko Cruz,Tomoko Cruz,PR Office,601-528-0321,Tomoko.Cruz@PGIT.com,1378 Lena Lane,Wiggins,MS,39577,US,Public Relations Specialist,Active Directory Pro
Geraldine.Morton,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Geraldine.Morton@PGIT.com,Geraldine,F,Morton,Geraldine Morton,Geraldine Morton,PR Office,419-722-9846,Geraldine.Morton@PGIT.com,2043 Still Street,Marion Township,OH,45840,US,Public Relations Specialist,Active Directory Pro
Jeffery.Roundtree,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Jeffery.Roundtree@PGIT.com,Jeffery,E,Roundtree,Jeffery Roundtree,Jeffery Roundtree,PR Office,971-219-3280,Jeffery.Roundtree@PGIT.com,786 Hope Street,Portland,OR,97230,US,Public Relations Specialist,Active Directory Pro
Dolly.Fillion,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Dolly.Fillion@PGIT.com,Dolly,T,Fillion,Dolly Fillion,Dolly Fillion,PR Office,314-371-3568,Dolly.Fillion@PGIT.com,1858 Bruce Street,Saint Louis,MO,63108,US,Public Relations Specialist,Active Directory Pro
Amber.Botkin,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Amber.Botkin@PGIT.com,Amber,R,Botkin,Amber Botkin,Amber Botkin,PR Office,718-574-4198,Amber.Botkin@PGIT.com,1591 Longview Avenue,Brooklyn,NY,11221,US,Public Relations Specialist,Active Directory Pro
Earl.Jones,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Earl.Jones@PGIT.com,Earl,V,Jones,Earl Jones,Earl Jones,PR Office,704-872-4013,Earl.Jones@PGIT.com,444 Kelly Street,Statesville,NC,28677,US,Public Relations Specialist,Active Directory Pro
Alaina.Osborne,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Alaina.Osborne@PGIT.com,Alaina,T,Osborne,Alaina Osborne,Alaina Osborne,PR Office,918-336-0880,Alaina.Osborne@PGIT.com,99 Hornor Avenue,Bartlesville,OK,74003,US,Public Relations Specialist,Active Directory Pro
Roland.Brown,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Roland.Brown@PGIT.com,Roland,D,Brown,Roland Brown,Roland Brown,PR Office,620-338-2440,Roland.Brown@PGIT.com,1266 Roosevelt Road,Dodge City,KS,67801,US,Public Relations Specialist,Active Directory Pro
Daniel.Rider,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Daniel.Rider@PGIT.com,Daniel,A,Rider,Daniel Rider,Daniel Rider,PR Office,815-735-5042,Daniel.Rider@PGIT.com,3032 Spinnaker Lane,Burr Ridge,IL,61257,US,Public Relations Specialist,Active Directory Pro
Elliot.McCann,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Elliot.McCann@PGIT.com,Elliot,M,McCann,Elliot McCann,Elliot McCann,PR Office,323-805-7918,Elliot.McCann@PGIT.com,4743 Hillhaven Drive,Los Angeles,CA,90017,US,Public Relations Specialist,Active Directory Pro
Sherry.Flanders,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Sherry.Flanders@PGIT.com,Sherry,S,Flanders,Sherry Flanders,Sherry Flanders,PR Office,775-250-0857,Sherry.Flanders@PGIT.com,2333 Rockford Road,Reno,NV,89502,US,Public Relations Specialist,Active Directory Pro
Eva.Harrison,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Eva.Harrison@PGIT.com,Eva,F,Harrison,Eva Harrison,Eva Harrison,PR Office,501-888-8687,Eva.Harrison@PGIT.com,4279 Dawson Drive,Little Rock,AR,72206,US,Public Relations Specialist,Active Directory Pro
Hazel.Dunlap,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Hazel.Dunlap@PGIT.com,Hazel,J,Dunlap,Hazel Dunlap,Hazel Dunlap,PR Office,914-392-4493,Hazel.Dunlap@PGIT.com,3066 Pallet Street,Monsey,NY,10952,US,Public Relations Specialist,Active Directory Pro
Jesus.Ochoa,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Jesus.Ochoa@PGIT.com,Jesus,N,Ochoa,Jesus Ochoa,Jesus Ochoa,PR Office,402-521-2002,Jesus.Ochoa@PGIT.com,2627 Commerce Boulevard,Lincoln,NE,68501,US,Public Relations Specialist,Active Directory Pro
Pat.Wells,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Pat.Wells@PGIT.com,Pat,P,Wells,Pat Wells,Pat Wells,PR Office,714-845-4362,Pat.Wells@PGIT.com,4345 Sunny Day Drive,Los Angeles,CA,90017,US,Public Relations Specialist,Active Directory Pro
Mildred.Holder,Football22!,"OU=PR,OU=PGIT Users,DC=PGIT,DC=local",Public Relations,Mildred.Holder@PGIT.com,Mildred,T,Holder,Mildred Holder,Mildred Holder,PR Office,614-799-8700,Mildred.Holder@PGIT.com,1114 Collins Avenue,Dublin,OH,43017,US,Public Relations Specialist,Active Directory Pro
Toby.Nelson,Football22!,"OU=Operations,OU=PGIT Users,DC=PGIT,DC=local",Operations,Toby.Nelson@PGIT.com,Toby,K,Nelson,Toby Nelson,Toby Nelson,Operations Office,630-975-4007,Toby.Nelson@PGIT.com,1195 Clark Street,Northbrook,IL,60062,US,Operations Specialist ,Active Directory Pro
Charles.Smalls,Football22!,"OU=Operations,OU=PGIT Users,DC=PGIT,DC=local",Operations,Charles.Smalls@PGIT.com,Charles,B,Smalls,Charles Smalls,Charles Smalls,Operations Office,336-246-0679,Charles.Smalls@PGIT.com,4071 Bryan Street,West Jefferson,NC,28694,US,Operations Specialist ,Active Directory Pro
